school_name,city,state,website
arcadia high school,rochester,new york,https://www.greececsd.org/Domain/10
olympia high school,rochester,new york,https://www.greececsd.org/Domain/12
odyssey academy,rochester,new york,https://www.greececsd.org/Domain/13
athena high school,rochester,new york,https://www.greececsd.org/domain/8
early college education,greeley,colorado,https://www.greeleyschools.org/Page/15346
greeley central high school,greeley,colorado,https://www.greeleyschools.org/greeleycentral
greeley west high school,greeley,colorado,https://www.greeleyschools.org/greeleywest
northridge high school,greeley,colorado,https://www.greeleyschools.org/northridge
greenbrier high school,greenbrier,arkansas,https://www.greenbrierschools.org/ghs
woodlands senior high school,hartsdale,new york,https://www.greenburghcsd.org/domain/157
pewaukee high,pewaukee,wisconsin,https://www.greendaleschools.org/schools/high
greendale high school,greendale,wisconsin,https://www.greendaleschools.org/schools/high/
greene county high school,eutaw,alabama,https://www.greene.k12.al.us/gchs
greene county high school,greensboro,georgia,https://www.greene.k12.ga.us/gchs
greene high school,greene,new york,https://www.greenecsd.org/
greenfield high school,greenfield,wisconsin,https://www.greenfield.k12.wi.us/schools/high/
greenfield school,wilson,north carolina,https://www.greenfieldschool.org/
greenforest mccalep christian academy,decatur,georgia,https://www.greenforestacademy.org/
greenland high school,greenland,arkansas,https://www.greenlandschools.k12.ar.us/page/high-school
greensboro day school,greensboro,north carolina,https://www.greensboroday.org/
green tech high charter school,albany,new york,https://www.greentechhigh.org/
greenville senior high school,greenville,ohio,https://www.greenville.k12.oh.us/greenvilleseniorhighschool_home.aspx
berea high school,greenville,south carolina,https://www.greenville.k12.sc.us/bereah/
carolina academy high school,greenville,south carolina,https://www.greenville.k12.sc.us/carolina/
eastside high school,taylors,south carolina,https://www.greenville.k12.sc.us/eastside/
riverside high school,greer,south carolina,https://www.greenville.k12.sc.us/riverside/
southside high school,greenville,south carolina,https://www.greenville.k12.sc.us/shs/
greenville high school,greenville,texas,https://www.greenvilleisd.com/domain/949
greenwood high school,midland,texas,https://www.greenwood.esc18.net/
greenwood high school,greenwood,arkansas,https://www.greenwoodk12.com/o/ghs
greenwood high school,millerstown,pennsylvania,https://www.greenwoodsd.org/
greer middle college charter high school,taylors,south carolina,https://www.greermiddlecollege.org/
springwater trail high school,gresham,oregon,https://www.gresham.k12.or.us/sths
georgetown ridge farm high school,georgetown,illinois,https://www.grf.k12.il.us/o/grf-hs
griffin christian high school,griffin,georgia,https://www.griffinchristian.org/griffin-christian-high-school/
grizzly challenge charter,san luis obispo,california,https://www.grizzlyyouthacademy.org/
groton juniorsenior high school,groton,new york,https://www.grotoncs.org/highschool
grover cleveland high school,ridgewood,new york,https://www.groverclevelandhs.org/
niobrara county high school,lusk,wyoming,https://www.growingluskleaders.org/
gruver high school,gruver,texas,https://www.gruverisd.net/35897
gill st bernard s school,gladstone,new jersey,https://www.gsbschool.org/about/contact
grandview high school,grandview,washington,https://www.gsd200.org/Domain/8
germantown high school,germantown,wisconsin,https://www.gsdwi.org/o/ghs
georgetown jrsr high school,georgetown,ohio,https://www.gtown.k12.oh.us/staff?page_no=3&filter_ids=16361
guajome park academy charter,vista,california,https://www.guajome.net/gpa
garrison school,philipstown,new york,https://www.gufs.org/
greenport high school,greenport,new york,https://www.gufsd.org/domain/57
glendale union high school district online learning academy,glendale,arizona,https://www.guhsdaz.org/Online
thunderbird high school,phoenix,arizona,https://www.guhsdaz.org/thunderbird
washington high school,phoenix,arizona,https://www.guhsdaz.org/washington
farnsworth middle school,guilderland,new york,https://www.guilderlandschools.org/farnsworth-middle-school/
guilderland high school,guilderland center,new york,https://www.guilderlandschools.org/guilderland-high-school/
gulliver preparatory school miller drive campus,miami,florida,https://www.gulliverprep.org/
gulliver preparatory school,pinecrest,florida,https://www.gulliverprep.org/
anderson w clark magnet high school,la crescenta,california,https://www.gusd.net/
verdugo academy,la crescenta,california,https://www.gusd.net/VerdugoAcademy
gustine high school,gustine,california,https://www.gustineusd.org/o/gustine-high-school
guthrie high school,guthrie,oklahoma,https://www.guthrieps.net/vnews/display.v/SEC/High%20School
guymon high school,guymon,oklahoma,https://www.guymontigers.com/guymon-high-school
grandview high school,grandview,texas,https://www.gvisd.org/domain/23
george walton academy,monroe,georgia,https://www.gwa.com/
ware shoals high school,ware shoals,south carolina,https://www.gwd51.org/o/ware-shoals-high-school
greenwood lake middle school,monroe,new york,https://www.gwlufsd.org/Page/11
hinsdale adventist academy,hinsdale,illinois,https://www.haa.org/
haas hall academy at the lane,springdale,arkansas,https://www.haashall.org/
haas hall academy jones center,springdale,arkansas,https://www.haashall.org/
haas hall academy,fayetteville,arkansas,https://www.haashall.org/schools/fayetteville-ar/
habersham central high school,clarkesville,georgia,https://www.habershamschools.com/
hackett high school,hackett,arkansas,https://www.hackettschools.org/246938_2
hebrew academy lower school,lawrence,new york,https://www.haftr.org/
hebrew academy five towns rockaway high,cedarhurst,new york,https://www.haftr.org/apps/pages/index.jsp?uREC_ID=853105&type=d&pREC_ID=1296954
hebrew academy of long beach,cedarhurst,new york,https://www.halb.org/
stella k abraham high school for girls,hewlett,new york,https://www.halb.org/
haldane high school,cold spring,new york,https://www.haldaneschool.org/
hale county high school,moundville,alabama,https://www.halek12.org/site/Default.aspx?PageID=57
northwest halifax collegiate and technic,littleton,north carolina,https://www.halifax.k12.nc.us/Domain/16
southeast halifax high school,halifax,north carolina,https://www.halifax.k12.nc.us/southeast
halifax county high school,south boston,virginia,https://www.halifax.k12.va.us/schools/highschool
hamilton high,sussex,wisconsin,https://www.hamilton.k12.wi.us/
hamilton high school,anza,california,https://www.hamiltonbobcats.net/
hamilton christian academy,lake charles,louisiana,https://www.hamiltonchristianschool.com/
hamilton high school,hamilton,ohio,https://www.hamiltoncityschools.com/
hamlin pk 8,hamlin,west virginia,https://www.hamlinbobcats.net/
hammond high school,hammond,indiana,https://www.hammond.k12.in.us/schools/hammond-central-high-school/index
hammond central school,hammond,new york,https://www.hammondk12.org
hammondsport junior senior high school,hammondsport,new york,https://www.hammondsportcsd.org/
hamtramck high school,hamtramck,michigan,https://www.hamtramckschools.org/Domain/14
hanalani schools,mililani,hawaii,https://www.hanalani.org/
hancock county high school,lewisport,kentucky,https://www.hancock.k12.ky.us/1/Home
hancock college preparatory high school,chicago,illinois,https://www.hancockhs.org
hancock high school,kiln,mississippi,https://www.hancockschools.net/schools/hancock-high-school/
hannibal high school,hannibal,new york,https://www.hannibalcsd.org/domain/25
hanover horton high school,horton,michigan,https://www.hanoverhorton.org/high-school/
hanover park high school,east hanover,new jersey,https://www.hanoverpark.org/
hanover high school,hanover,massachusetts,https://www.hanoverschools.org/hanover-high-school
hapeville charter career academy,union city,georgia,https://www.hapevillecharter.org/
haralson county high school,buchanan,georgia,https://www.haralson.k12.ga.us/
harbor city international charter,duluth,minnesota,https://www.harborcityschool.org/
harborfields high school,greenlawn,new york,https://www.harborfieldscsd.net/our_schools/harborfields_high_school
bridgeport middle school,bridgeport,west virginia,https://www.harcoboe.net/o/bms
liberty high school,clarksburg,west virginia,https://www.harcoboe.net/o/lhs
lincoln middle school,shinnston,west virginia,https://www.harcoboe.net/o/lms
south harrison high school,lost creek,west virginia,https://www.harcoboe.net/o/shhs
central hardin high school,elizabethtown,kentucky,https://www.hardin.k12.ky.us/jhhs
hardin high school,hardin,montana,https://www.hardin.k12.mt.us/schools/hardin-high-school
hardin county high school,savannah,tennessee,https://www.hardincoschools.com/
hardin high school,hardin,texas,https://www.hardinisd.net/Domain/8
harlan high school,harlan,kentucky,https://www.harlan-ind.k12.ky.us/school_home.aspx?schoolid=1
harlandale independent school district stem echs alamo colleges at pac,san antonio,texas,https://www.harlandale.net/
frank m tejeda academy,san antonio,texas,https://www.harlandale.net/fta
harlandale high school,san antonio,texas,https://www.harlandale.net/hhs
mccollum high school,san antonio,texas,https://www.harlandale.net/mhs
harley school,rochester,new york,https://www.harleyschool.org/
harnett central high school,angier,north carolina,https://www.harnett.k12.nc.us/o/hch
western harnett high school,lillington,north carolina,https://www.harnett.k12.nc.us/o/whh
crane union high school,crane,oregon,https://www.harneyuh.k12.or.us/
harpeth high school,kingston springs,tennessee,https://www.harpethhighccs.net/
harrells christian academy,harrells,north carolina,https://www.harrellsca.com/
harrisburg high school,harrisburg,oregon,https://www.harrisburg.k12.or.us/o/hhs
harrisburg high school,harrisburg,illinois,https://www.harrisburg3.org/o/hhs
harrison high school,harrison,michigan,https://www.harrisonschools.com/domain/12
harrison community high school,harrison,michigan,https://www.harrisonschools.com/o/hhs
harrisonville high school,harrisonville,missouri,https://www.harrisonvilleschools.org/domain/29
hart county high school,hartwell,georgia,https://www.hart.k12.ga.us/Domain/12
hartford middlehigh school,hartford,new york,https://www.hartfordcsd.org/
hartford public high school,hartford,connecticut,https://www.hartfordschools.org/enroll/school-directory-2/hphs/
pathways academy of technology and design,east hartford,connecticut,https://www.hartfordschools.org/enroll/school-directory-2/pathways-academy-of-technology-and-design/
hartley melvin sanborn high school,hartley,iowa,https://www.hartley-ms.k12.ia.us/page/high-school
hartley school,hartley,texas,https://www.hartleyisd.net
humanities and arts academy of los angeles harts,harbor city,california,https://www.hartsacademy.org/
hartshorne high school,hartshorne,oklahoma,https://www.hartshorne.k12.ok.us/
harvest preparatory academy,yuma,arizona,https://www.harvestprep.com/
harvest ridge cooperative charter,newcastle,california,https://www.harvestridgeschool.org/
harvey high school,harvey,north dakota,https://www.harvey.k12.nd.us/
halifax area high school,halifax,pennsylvania,https://www.hasd.us/halifaxhs
haskell high school,haskell,oklahoma,https://www.haskellps.org
hastings catholic schools,hastings,nebraska,https://www.hastingscatholicschools.org/
hatboro horsham senior high school,horsham,pennsylvania,https://www.hatboro-horsham.org/hhhs
haven high school,haven,kansas,https://www.havenschools.com/page/haven-high-school
haverford senior high school,havertown,pennsylvania,https://www.haverford.k12.pa.us
